urban_area,year,team,response_name,urban_scale,p_in_UC_DUC,mean_yday,mean_yday_prop,yi_baseline,vi_baseline,yi_spatial,vi_spatial,AIC_baseline,AICc_baseline,AIC_spatial,is.autocor.spatial,N_complete_obs,EStype
Aarhus,2020,1,spider_length,1000,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.5870248802865298,0.012195121951219513,-0.32596673430145134,0.012658227848101266,218.46500101523037,218.76129731152668,212.8777680787403,TRUE,85,ZPCOR
Aarhus,2020,1,spider_length,1100,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.5790904594459471,0.012195121951219513,-0.31768076977209575,0.012658227848101266,219.1729892614275,219.4692855577238,213.7675383814542,FALSE,85,ZPCOR
Aarhus,2020,1,spider_length,1200,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.5775490308332458,0.012195121951219513,-0.3224811082889975,0.012658227848101266,219.30962968858717,219.60592598488347,214.16605462792438,FALSE,85,ZPCOR
Aarhus,2020,1,spider_length,1300,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.5852079950773682,0.012195121951219513,-0.37032106744732624,0.012658227848101266,218.62780561587013,218.92410191216644,213.66379077378815,FALSE,85,ZPCOR
Aarhus,2020,1,spider_length,1400,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.588321387860291,0.012195121951219513,-0.3765494070553199,0.012658227848101266,218.3485780094449,218.6448743057412,213.28100842616675,FALSE,85,ZPCOR
Aarhus,2020,1,spider_length,1500,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.5895965051372802,0.012195121951219513,-0.37709502651526683,0.012658227848101266,218.23387497627374,218.53017127257004,213.36394234152,FALSE,85,ZPCOR
Aarhus,2020,1,spider_length,1600,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.5920196189891939,0.012195121951219513,-0.37975426429340814,0.012658227848101266,218.01535620020744,218.31165249650374,213.33514011437524,FALSE,85,ZPCOR
Aarhus,2020,1,spider_length,1700,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.6063428203546407,0.012195121951219513,-0.3962260292520314,0.012658227848101266,216.7091056448267,217.005401941123,212.6779030070648,FALSE,85,ZPCOR
Aarhus,2020,1,spider_length,1800,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.6223623616959618,0.012195121951219513,-0.41491803869829014,0.012658227848101266,215.21897043548094,215.51526673177725,211.93261347569768,FALSE,85,ZPCOR
Aarhus,2020,1,spider_length,1900,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.630982649433616,0.012195121951219513,-0.4246726792755381,0.012658227848101266,214.40454083421704,214.70083713051335,211.58165077860292,FALSE,85,ZPCOR
Aarhus,2020,1,spider_length,2000,0.9411764705882353,257.77647058823527,0.7043072966891675,-0.6271552402016791,0.012195121951219513,-0.4196636766051062,0.012658227848101266,214.7672251862388,215.0635214825351,211.8031764450622,FALSE,85,ZPCOR
Aarhus,2020,1,log_abdomen,50,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.20848386241425954,0.012987012987012988,-0.015891614984093447,0.013513513513513514,48.99450815129305,49.52082394076673,54.05781112534055,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,100,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.28512452032878205,0.012987012987012988,-0.28539465233639355,0.013513513513513514,45.992361154410325,46.51867694388401,51.94642698110262,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,200,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.33979571812010884,0.012987012987012988,-0.34339672943718896,0.013513513513513514,43.31226881936489,43.83858460883857,49.25399900647952,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,300,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.39817114531521686,0.012987012987012988,-0.4106421187980999,0.013513513513513514,39.97387484573044,40.50019063520413,45.969766584899006,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,400,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.40991845308624214,0.012987012987012988,-0.42510989029721036,0.013513513513513514,39.244238717842045,39.77055450731573,45.24423882356284,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,500,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.4385563895370912,0.012987012987012988,-0.4546820965787343,0.013513513513513514,37.386314207474896,37.91262999694858,43.386321528696485,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,600,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.43410998295568215,0.012987012987012988,-0.45009210417405826,0.013513513513513514,37.682076623037716,38.2083924125114,43.68208693270229,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,700,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.4293264906606346,0.012987012987012988,-0.4451535717154066,0.013513513513513514,37.9972820247867,38.523597814260384,43.99729430994323,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,800,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.4334000258101855,0.012987012987012988,-0.4493592271498105,0.013513513513513514,37.7290542380984,38.255370027572084,43.729067460229984,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,900,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.44564861918923643,0.012987012987012988,-0.4620022599692506,0.013513513513513514,36.90906213097631,37.435377920449994,42.90907570257416,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,1000,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.44628512181124325,0.012987012987012988,-0.4626591244836721,0.013513513513513514,36.86590110713163,37.39221689660531,42.86591421087694,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,1100,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.4445754186285854,0.012987012987012988,-0.46089462357058786,0.013513513513513514,36.98171286095706,37.508028650430745,42.98172555597709,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,1200,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.4378570787264519,0.012987012987012988,-0.4539602272575706,0.013513513513513514,37.43300678219234,37.95932257166602,43.43301675834401,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,1300,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.43298520815626584,0.012987012987012988,-0.4489309079580639,0.013513513513513514,37.75647108248168,38.282786871955366,43.75647702433325,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,1400,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.42157958112782246,0.012987012987012988,-0.43715413015313287,0.013513513513513514,38.50118016236811,39.02749595184179,44.50118185062989,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,1500,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.4020002861881209,0.012987012987012988,-0.41255216296975344,0.013513513513513514,39.73813934589341,40.26445513536709,45.72349723898729,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,1600,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.3833623745684848,0.012987012987012988,-0.38812885803427316,0.013513513513513514,40.86634706928468,41.392662858758364,46.78275137268784,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,1700,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.37457666992219174,0.012987012987012988,-0.3766715479871267,0.013513513513513514,41.381305792024655,41.90762158149834,47.23537579579158,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,1800,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.37008076049254474,0.012987012987012988,-0.3707843883076198,0.013513513513513514,41.64061311675381,42.1669289062275,47.45404884585521,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,1900,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.3659433094778743,0.012987012987012988,-0.36522562419600363,0.013513513513513514,41.876715492646184,42.40303128211987,47.639621502306696,FALSE,81,ZPCOR
Aarhus,2020,1,log_abdomen,2000,0.9382716049382716,257.81481481481484,0.7044120623355596,-0.36137835623095105,0.012987012987012988,-0.35901976716800044,0.013513513513513514,42.13439023453916,42.660706024012846,47.82853072834898,FALSE,81,ZPCOR
Aarhus,2020,1,mesh_size,50,0.9404761904761905,257.85714285714283,0.704527712724434,0.1012793879290669,0.012345679012345678,0.10442451802575593,0.01282051282051282,242.5155113349344,242.8155113349344,248.51574097380058,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,100,0.9404761904761905,257.85714285714283,0.704527712724434,0.08605276669545622,0.012345679012345678,0.08872805007330373,0.01282051282051282,242.7544131034668,243.0544131034668,248.75464080833342,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,200,0.9404761904761905,257.85714285714283,0.704527712724434,0.10266997185663575,0.012345679012345678,0.10585866731131273,0.01282051282051282,242.49177044333368,242.7917704433337,248.49198841539243,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,300,0.9404761904761905,257.85714285714283,0.704527712724434,0.10646880446580927,0.012345679012345678,0.10977482485744013,0.01282051282051282,242.42527612354996,242.72527612354997,248.4254884858405,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,400,0.9404761904761905,257.85714285714283,0.704527712724434,0.11173432487313335,0.012345679012345678,0.11520223360126121,0.01282051282051282,242.32914540650802,242.62914540650803,248.32935925627675,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,500,0.9404761904761905,257.85714285714283,0.704527712724434,0.11815013907344742,0.012345679012345678,0.12181465222377694,0.01282051282051282,242.20579729680065,242.50579729680067,248.20602042660232,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,600,0.9404761904761905,257.85714285714283,0.704527712724434,0.12864196137074485,0.012345679012345678,0.13262783307949014,0.01282051282051282,241.98939539810988,242.2893953981099,247.98962508941082,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,700,0.9404761904761905,257.85714285714283,0.704527712724434,0.1355236880136522,0.012345679012345678,0.13971987193124452,0.01282051282051282,241.8375729308703,242.1375729308703,247.83780721970788,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,800,0.9404761904761905,257.85714285714283,0.704527712724434,0.14519071642259296,0.012345679012345678,0.14968176720459966,0.01282051282051282,241.61111120534903,241.91111120534904,247.61134994079094,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,900,0.9404761904761905,257.85714285714283,0.704527712724434,0.14805786068043938,0.012345679012345678,0.15263619919408386,0.01282051282051282,241.54098703784712,241.84098703784713,247.54122725154735,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,1000,0.9404761904761905,257.85714285714283,0.704527712724434,0.14893047775757878,0.012345679012345678,0.15353540055688655,0.01282051282051282,241.51937645167715,241.81937645167716,247.51961635207,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,1100,0.9404761904761905,257.85714285714283,0.704527712724434,0.14064513272419135,0.012345679012345678,0.14499763867844415,0.01282051282051282,241.7195143852448,242.0195143852448,247.71975073195102,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,1200,0.9404761904761905,257.85714285714283,0.704527712724434,0.13191568145436774,0.012345679012345678,0.13600155295341185,0.01282051282051282,241.91814670263886,242.21814670263888,247.91838033351888,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,1300,0.9404761904761905,257.85714285714283,0.704527712724434,0.12218066056205573,0.012345679012345678,0.12596841095123626,0.01282051282051282,242.1248194864166,242.42481948641662,248.12505094199446,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,1400,0.9404761904761905,257.85714285714283,0.704527712724434,0.11510900760290214,0.012345679012345678,0.11867972160344342,0.01282051282051282,242.26511576158416,242.56511576158417,248.2653461360594,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,1500,0.9404761904761905,257.85714285714283,0.704527712724434,0.10981267515269673,0.012345679012345678,0.113220568637727,0.01282051282051282,242.36476163654476,242.66476163654477,248.36499181149696,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,1600,0.9404761904761905,257.85714285714283,0.704527712724434,0.10928006530744197,0.012345679012345678,0.1126716200344352,0.01282051282051282,242.3745246539787,242.67452465397872,248.37475414686475,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,1700,0.9404761904761905,257.85714285714283,0.704527712724434,0.1090123146305094,0.012345679012345678,0.11239559626418212,0.01282051282051282,242.37941487678768,242.6794148767877,248.3796450191436,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,1800,0.9404761904761905,257.85714285714283,0.704527712724434,0.1071078153827508,0.012345679012345678,0.1104324173649236,0.01282051282051282,242.41385536957992,242.71385536957993,248.41408664129523,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,1900,0.9404761904761905,257.85714285714283,0.704527712724434,0.10686327413827938,0.012345679012345678,0.11018032726184547,0.01282051282051282,242.41823395620733,242.71823395620734,248.41846563405448,FALSE,84,ZPCOR
Aarhus,2020,1,mesh_size,2000,0.9404761904761905,257.85714285714283,0.704527712724434,0.10745307607076059,0.012345679012345678,0.11078827846136927,0.01282051282051282,242.4076564596491,242.70765645964912,248.4078882999159,FALSE,84,ZPCOR
Aarhus,2020,1,radius,50,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2259082084713651,0.012345679012345678,-0.21277461483264715,0.01282051282051282,239.12474859909895,239.42474859909896,244.16386076603652,TRUE,84,ZPCOR
Aarhus,2020,1,radius,100,0.9404761904761905,257.85714285714283,0.704527712724434,-0.272424600635314,0.012345679012345678,-0.25822178336417356,0.01282051282051282,237.21721780566625,237.51721780566626,242.4687867722808,TRUE,84,ZPCOR
Aarhus,2020,1,radius,200,0.9404761904761905,257.85714285714283,0.704527712724434,-0.27847934161711424,0.012345679012345678,-0.27135979260576965,0.01282051282051282,236.94390747276938,237.2439074727694,242.16784653038331,TRUE,84,ZPCOR
Aarhus,2020,1,radius,300,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2862811483087745,0.012345679012345678,-0.2797062578760775,0.01282051282051282,236.5833259504442,236.8833259504442,241.75685791698044,TRUE,84,ZPCOR
Aarhus,2020,1,radius,400,0.9404761904761905,257.85714285714283,0.704527712724434,-0.27575304372465276,0.012345679012345678,-0.27069979300724945,0.01282051282051282,237.06767943031153,237.36767943031154,242.14481312055085,TRUE,84,ZPCOR
Aarhus,2020,1,radius,500,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2716566041621273,0.012345679012345678,-0.2675454974792321,0.01282051282051282,237.25147643426,237.55147643426002,242.25625574766838,TRUE,84,ZPCOR
Aarhus,2020,1,radius,600,0.9404761904761905,257.85714285714283,0.704527712724434,-0.26715174927485,0.012345679012345678,-0.26337722121803736,0.01282051282051282,237.4505718588581,237.7505718588581,242.41740972408576,TRUE,84,ZPCOR
Aarhus,2020,1,radius,700,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2753191074929289,0.012345679012345678,-0.2711590582113869,0.01282051282051282,237.08727300721654,237.38727300721655,242.1121737686911,TRUE,84,ZPCOR
Aarhus,2020,1,radius,800,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2798317163798027,0.012345679012345678,-0.2747783314270781,0.01282051282051282,236.88208134538937,237.18208134538938,241.9811786772251,TRUE,84,ZPCOR
Aarhus,2020,1,radius,900,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2852809731309567,0.012345679012345678,-0.2796144578482746,0.01282051282051282,236.63007964786388,236.9300796478639,241.79682710862767,FALSE,84,ZPCOR
Aarhus,2020,1,radius,1000,0.9404761904761905,257.85714285714283,0.704527712724434,-0.28430052488797297,0.012345679012345678,-0.27823131270086254,0.01282051282051282,236.67576066784963,236.97576066784964,241.86210432414174,FALSE,84,ZPCOR
Aarhus,2020,1,radius,1100,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2840680866805457,0.012345679012345678,-0.2775506094897292,0.01282051282051282,236.6865685601167,236.98656856011672,241.90048492258308,TRUE,84,ZPCOR
Aarhus,2020,1,radius,1200,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2801396538916033,0.012345679012345678,-0.2729090597383162,0.01282051282051282,236.86796369537234,237.16796369537235,242.10264626524162,TRUE,84,ZPCOR
Aarhus,2020,1,radius,1300,0.9404761904761905,257.85714285714283,0.704527712724434,-0.27974964197209534,0.012345679012345678,-0.2716255715822816,0.01282051282051282,236.8858416258105,237.18584162581053,242.1781074238957,TRUE,84,ZPCOR
Aarhus,2020,1,radius,1400,0.9404761904761905,257.85714285714283,0.704527712724434,-0.28839467170234895,0.012345679012345678,-0.28007246380211503,0.01282051282051282,236.4840184766893,236.7840184766893,241.86020546483377,TRUE,84,ZPCOR
Aarhus,2020,1,radius,1500,0.9404761904761905,257.85714285714283,0.704527712724434,-0.29119064238320075,0.012345679012345678,-0.2828689024171894,0.01282051282051282,236.351582970974,236.651582970974,241.75244932624753,TRUE,84,ZPCOR
Aarhus,2020,1,radius,1600,0.9404761904761905,257.85714285714283,0.704527712724434,-0.29026076712511756,0.012345679012345678,-0.281840425987607,0.01282051282051282,236.39576212193217,236.69576212193218,241.7957621515368,TRUE,84,ZPCOR
Aarhus,2020,1,radius,1700,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2861800015867615,0.012345679012345678,-0.2776036468282993,0.01282051282051282,236.58806115194915,236.88806115194916,241.96425153426674,TRUE,84,ZPCOR
Aarhus,2020,1,radius,1800,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2816184924072705,0.012345679012345678,-0.2727578668233707,0.01282051282051282,236.79995975262767,237.09995975262768,242.1603147158811,TRUE,84,ZPCOR
Aarhus,2020,1,radius,1900,0.9404761904761905,257.85714285714283,0.704527712724434,-0.2765868740911329,0.012345679012345678,-0.2674985003447109,0.01282051282051282,237.02994701685253,237.32994701685254,242.36591138625005,TRUE,84,ZPCOR
Aarhus,2020,1,radius,2000,0.9404761904761905,257.85714285714283,0.704527712724434,-0.27076916265615375,0.012345679012345678,-0.261359304022258,0.01282051282051282,237.29094851204724,237.59094851204725,242.60375583265176,TRUE,84,ZPCOR
Aarhus,2021,1,spider_length,50,0.9076923076923077,277.7846153846154,0.7610537407797682,0.09322663650912646,0.016129032258064516,0.09702151825115211,0.01694915254237288,188.89012524424095,189.28356786719178,194.89020313458423,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,100,0.9076923076923077,277.7846153846154,0.7610537407797682,0.07780634870647662,0.016129032258064516,0.08097761379998362,0.01694915254237288,189.06113476757852,189.45457739052935,195.06120140940487,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,200,0.9076923076923077,277.7846153846154,0.7610537407797682,0.022777129771789768,0.016129032258064516,0.023707690286807203,0.01694915254237288,189.42051826052716,189.813960883478,195.4205925562631,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,300,0.9076923076923077,277.7846153846154,0.7610537407797682,0.04292946607038687,0.016129032258064516,0.04468165877264595,0.01694915254237288,189.33448292958366,189.7279255525345,195.33455703325927,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,400,0.9076923076923077,277.7846153846154,0.7610537407797682,0.05526233543132514,0.016129032258064516,0.05751695596757673,0.01694915254237288,189.2558329746124,189.64927559756322,195.25590548153156,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,500,0.9076923076923077,277.7846153846154,0.7610537407797682,0.05393226749100557,0.016129032258064516,0.05613324795357283,0.01694915254237288,189.26526395989328,189.6587065828441,195.26533310702945,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,600,0.9076923076923077,277.7846153846154,0.7610537407797682,0.03339935670904763,0.016129032258064516,0.034763889132576276,0.01694915254237288,189.38174206166764,189.77518468461847,195.3818129203604,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,700,0.9076923076923077,277.7846153846154,0.7610537407797682,0.018434822214620606,0.016129032258064516,0.019188851457085782,0.01694915254237288,189.43214866927542,189.82559129222625,195.4322217215975,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,800,0.9076923076923077,277.7846153846154,0.7610537407797682,0.009340550699588371,0.016129032258064516,0.009723368782957998,0.01694915254237288,189.44856629155032,189.84200891450115,195.44864084241073,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,900,0.9076923076923077,277.7846153846154,0.7610537407797682,0.00845247581271709,0.016129032258064516,0.008799097569633959,0.01694915254237288,189.4495933644865,189.84303598743733,195.44966800615714,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,1000,0.9076923076923077,277.7846153846154,0.7610537407797682,0.006965284307603247,0.016129032258064516,0.007251348190275806,0.01694915254237288,189.45108373021148,189.8445263531623,195.4511585047063,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,1100,0.9076923076923077,277.7846153846154,0.7610537407797682,0.006161769270180553,0.016129032258064516,0.006415003140865803,0.01694915254237288,189.45176932635107,189.8452119493019,195.45184428365485,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,1200,0.9076923076923077,277.7846153846154,0.7610537407797682,0.0014447160471856308,0.016129032258064516,0.0015053239248697947,0.01694915254237288,189.4541015235272,189.84754414647804,195.4541774484751,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,1300,0.9076923076923077,277.7846153846154,0.7610537407797682,-0.0029925102283235284,0.016129032258064516,-0.0031131439416796657,0.01694915254237288,189.45365511000315,189.84709773295398,195.4537319087488,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,1400,0.9076923076923077,277.7846153846154,0.7610537407797682,-5.424074127033515e-4,0.016129032258064516,-5.629353491785244e-4,0.01694915254237288,189.45421806839354,189.84766069134437,195.45429439477834,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,1500,0.9076923076923077,277.7846153846154,0.7610537407797682,-0.006285118007019002,0.016129032258064516,-0.006540022253677117,0.01694915254237288,189.451669532631,189.84511215558183,195.45174710622388,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,1600,0.9076923076923077,277.7846153846154,0.7610537407797682,-0.01550143772216892,0.016129032258064516,-0.016132585975483504,0.01694915254237288,189.43861867011782,189.83206129306865,195.43869829182285,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,1700,0.9076923076923077,277.7846153846154,0.7610537407797682,-0.022147305616720087,0.016129032258064516,-0.023049647249831672,0.01694915254237288,189.42235709336146,189.81579971631228,195.42243837086403,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,1800,0.9076923076923077,277.7846153846154,0.7610537407797682,-0.029859569090433302,0.016129032258064516,-0.031076588080551953,0.01694915254237288,189.3962922002613,189.78973482321214,195.3963752649537,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,1900,0.9076923076923077,277.7846153846154,0.7610537407797682,-0.033048349923328425,0.016129032258064516,-0.03439541244479607,0.01694915254237288,189.38325753782163,189.77670016077246,195.38334144742515,FALSE,65,ZPCOR
Aarhus,2021,1,spider_length,2000,0.9076923076923077,277.7846153846154,0.7610537407797682,-0.0355241672646115,0.016129032258064516,-0.03697210227583393,0.01694915254237288,189.37222661880236,189.7656692417532,195.37231154589585,FALSE,65,ZPCOR
Aarhus,2021,1,mesh_size,50,0.9122807017543859,277.64912280701753,0.7606825282384042,-0.003917198007940284,0.018518518518518517,-0.004098549735462717,0.0196078431372549,166.74924225981033,167.2020724484896,172.7492897909409,FALSE,57,ZPCOR
Aarhus,2021,1,mesh_size,100,0.9122807017543859,277.64912280701753,0.7606825282384042,0.03351030217510801,0.018518518518518517,0.03508587508838429,0.0196078431372549,166.68612126647716,167.13895145515642,172.68616000722685,FALSE,57,ZPCOR
Aarhus,2021,1,mesh_size,200,0.9122807017543859,277.64912280701753,0.7606825282384042,-0.028545837738825047,0.018518518518518517,-0.029884048625460017,0.0196078431372549,166.7036759007653,167.15650608944455,172.70372944765424,FALSE,57,ZPCOR
Aarhus,2021,1,mesh_size,300,0.9122807017543859,277.64912280701753,0.7606825282384042,-0.023558916199241338,0.018518518518518517,-0.024663240336708282,0.0196078431372549,166.71848353235734,167.1713137210366,172.71853536417868,FALSE,57,ZPCOR
Aarhus,2021,1,mesh_size,400,0.9122807017543859,277.64912280701753,0.7606825282384042,-0.009077244700114888,0.018518518518518517,-0.009501546341440006,0.0196078431372549,166.7454203619957,167.19825055067497,172.74546881607282,FALSE,57,ZPCOR
Aarhus,2021,1,mesh_size,500,0.9122807017543859,277.64912280701753,0.7606825282384042,0.015392892522134606,0.018518518518518517,0.016117452098177564,0.0196078431372549,166.73661177898234,167.1894419676616,172.73665557878294,FALSE,57,ZPCOR
Aarhus,2021,1,mesh_size,600,0.9122807017543859,277.64912280701753,0.7606825282384042,0.03150563961059351,0.018518518518518517,0.032986264276998585,0.0196078431372549,166.69354774455616,167.1463779332354,172.69359006726933,FALSE,57,ZPCOR
Aarhus,2021,1,mesh_size,700,0.9122807017543859,277.64912280701753,0.7606825282384042,0.03874820566367923,0.018518518518518517,0.0405683943367204,0.0196078431372549,166.6645571614809,167.11738735016016,172.66459942579655,FALSE,57,ZPCOR
Aarhus,2021,1,mesh_size,800,0.9122807017543859,277.64912280701753,0.7606825282384042,0.04850559513017236,0.018518518518518517,0.050783026091242855,0.0196078431372549,166.61606025895742,167.06889044763668,172.61610240100944,FALSE,57,ZPCOR
Aarhus,2021,1,mesh_size,900,0.9122807017543859,277.64912280701753,0.7606825282384042,0.05307560629074274,0.018518518518518517,0.05556706871172412,0.0196078431372549,166.58962208325983,167.04245227193908,172.58966411385816,FALSE,57,ZPCOR
