ID,LOCATION,DATE,LATITUDE,LONGITUDE,spider_length,abdomen_length,abdomen_area,radius,mesh_size
14.2.2021,AARHUS,2021-10-05T00:00:00Z,56.14028,10.1775,NA,NA,NA,NA,0.357142857
13.2.2021,AARHUS,2021-10-04T00:00:00Z,56.14139,10.18,12.42787152,10.82992144,63.9666604,NA,0.40625
1.2020999999999999,AARHUS,2021-10-04T00:00:00Z,56.15583,10.20861,14.82675529,11.79564889,83.40109073,NA,0.461538462
36.1.2021,AARHUS,2021-10-05T00:00:00Z,56.13722,10.11778,NA,NA,NA,NA,0.416666667
12.1.2021,AARHUS,2021-10-04T00:00:00Z,56.14278,10.18222,11.24524229,9.524321789,55.68423754,NA,0.46875
37.2.2021,AARHUS,2021-10-05T00:00:00Z,56.1375,10.11444,NA,NA,40.85742712,NA,0.419354839
4.2.2021,AARHUS,2021-10-04T00:00:00Z,56.1525,10.20139,9.819914483,7.681305289,NA,NA,0.263157895
35.2.2021,AARHUS,2021-10-05T00:00:00Z,56.13806,10.12028,9.861647537,7.670861871,38.46621074,NA,0.25
22.1.2021,AARHUS,2021-10-06T00:00:00Z,56.13472,10.15444,10.46530395,8.412663973,NA,NA,NA
24.1.2021,AARHUS,2021-10-06T00:00:00Z,56.13639,10.15056,9.769319232,7.029107046,28.60536848,NA,NA
17.1.2021,AARHUS,2021-10-05T00:00:00Z,56.1375,10.16944,11.07976479,8.11405097,48.01060557,NA,0.470588235
32.1.2021,AARHUS,2021-10-05T00:00:00Z,56.13583,10.12917,13.53060129,11.52433327,89.45085074,NA,NA
36.3.2021,AARHUS,2021-10-05T00:00:00Z,56.13722,10.11778,NA,NA,NA,NA,NA
31.2.2021,AARHUS,2021-10-05T00:00:00Z,56.13472,10.13139,12.65189179,10.75417527,71.87591318,NA,NA
25.1.2021,AARHUS,2021-10-06T00:00:00Z,56.13667,10.1475,11.20901113,9.48877834,49.07279735,NA,0.275
14.3.2021,AARHUS,2021-10-05T00:00:00Z,56.14028,10.1775,10.41395521,8.886423422,50.18659806,NA,0.344827586
9.3.2021,AARHUS,2021-10-04T00:00:00Z,56.14639,10.18972,11.75677514,9.967782298,62.46134715,NA,0.333333333
25.2.2021,AARHUS,2021-10-06T00:00:00Z,56.13667,10.1475,11.43976145,9.985011819,54.99188206,NA,0.666666667
18.2.2021,AARHUS,2021-10-05T00:00:00Z,56.13667,10.16667,11.78195432,9.876609764,61.24057288,NA,0.6
17.2.2021,AARHUS,2021-10-05T00:00:00Z,56.1375,10.16944,11.34492124,NA,69.40743463,NA,0.4375
36.2.2021,AARHUS,2021-10-05T00:00:00Z,56.13722,10.11778,NA,NA,NA,NA,0.434782609
16.1.2021,AARHUS,2021-10-05T00:00:00Z,56.13833,10.17222,12.04231482,9.562652534,58.27335876,NA,0.4375
40.3.2021,AARHUS,2021-10-05T00:00:00Z,56.13833,10.10528,11.99958468,9.17089393,58.85020549,NA,0.4
5.2.2021,AARHUS,2021-10-04T00:00:00Z,56.15111,10.19889,12.18584645,10.26287996,60.50472152,NA,0.5
4.1.2021,AARHUS,2021-10-04T00:00:00Z,56.1525,10.20139,11.55202154,9.519266948,53.93122577,NA,0.372093023
10.1.2021,AARHUS,2021-10-04T00:00:00Z,56.14528,10.18722,10.01878995,8.036497524,36.03183186,NA,0.476190476
10.2.2021,AARHUS,2021-10-04T00:00:00Z,56.14528,10.18722,11.9233023,10.04065132,62.2693578,NA,0.56
10.3.2021,AARHUS,2021-10-04T00:00:00Z,56.14528,10.18722,10.45282871,8.522515174,45.63093229,NA,0.32
11.3.2021,AARHUS,2021-10-04T00:00:00Z,56.14389,10.18472,11.01139211,8.6661059,48.54914966,NA,0.5
13.1.2021,AARHUS,2021-10-04T00:00:00Z,56.14139,10.18,10.58917933,8.930506189,50.03767782,NA,0.323529412
14.1.2021,AARHUS,2021-10-05T00:00:00Z,56.14028,10.1775,11.44052212,10.31720823,60.34768566,NA,0.476190476
15.2.2021,AARHUS,2021-10-05T00:00:00Z,56.13917,10.17472,NA,NA,NA,NA,0.354166667
16.2.2021,AARHUS,2021-10-05T00:00:00Z,56.13833,10.17222,9.584136812,7.72958921,36.01420615,NA,0.347826087
16.3.2021,AARHUS,2021-10-05T00:00:00Z,56.13833,10.17222,NA,11.2704854,69.16630695,NA,0.388888889
18.1.2021,AARHUS,2021-10-05T00:00:00Z,56.13667,10.16667,10.55398257,8.506413363,39.81732531,NA,0.3125
21.2.2021,AARHUS,2021-10-06T00:00:00Z,56.13528,10.15778,9.653481069,NA,NA,NA,0.466666667
22.2.2021,AARHUS,2021-10-06T00:00:00Z,56.13472,10.15444,13.41861724,11.09589376,79.24155084,NA,NA
22.3.2021,AARHUS,2021-10-06T00:00:00Z,56.13472,10.15444,12.29749366,10.10211517,65.17604901,NA,NA
23.1.2021,AARHUS,2021-10-06T00:00:00Z,56.13639,10.15361,NA,NA,NA,NA,NA
23.2.2021,AARHUS,2021-10-06T00:00:00Z,56.13639,10.15361,9.581076439,8.199265447,44.85574581,NA,NA
23.3.2021,AARHUS,2021-10-06T00:00:00Z,56.13639,10.15361,NA,NA,NA,NA,NA
24.2.2021,AARHUS,2021-10-06T00:00:00Z,56.13639,10.15056,9.988426917,8.203748038,36.14209478,NA,0.35
24.3.2021,AARHUS,2021-10-06T00:00:00Z,56.13639,10.15056,12.2749594,11.0605694,70.79418782,NA,0.555555556
25.3.2021,AARHUS,2021-10-06T00:00:00Z,56.13667,10.1475,10.8778677,9.370712864,55.42591359,NA,0.434782609
26.1.2021,AARHUS,2021-10-06T00:00:00Z,56.1375,10.14472,9.409865504,7.261461964,36.76804022,NA,NA
3.1.2021,AARHUS,2021-10-04T00:00:00Z,56.15361,10.20389,11.63530426,9.231627025,NA,NA,0.476190476
3.2.2021,AARHUS,2021-10-04T00:00:00Z,56.15361,10.20389,11.2426468,8.615931943,48.4050874,NA,0.318181818
30.1.2021,AARHUS,2021-10-06T00:00:00Z,56.13389,10.13444,13.728411,12.5882028,96.14344491,NA,NA
31.1.2021,AARHUS,2021-10-05T00:00:00Z,56.13472,10.13139,10.47155963,7.885815106,NA,NA,NA
33.1.2021,AARHUS,2021-10-05T00:00:00Z,56.13694,10.12667,9.87526058,7.868070169,41.76557864,NA,NA
35.1.2021,AARHUS,2021-10-05T00:00:00Z,56.13806,10.12028,14.33262513,11.98422163,88.63776289,NA,0.428571429
37.1.2021,AARHUS,2021-10-05T00:00:00Z,56.1375,10.11444,10.69085732,9.429818246,53.44026766,NA,NA
37.3.2021,AARHUS,2021-10-05T00:00:00Z,56.1375,10.11444,12.58700679,10.43000273,69.62886627,NA,0.375
38.1.2021,AARHUS,2021-10-05T00:00:00Z,56.1375,10.11111,11.95870506,10.13069595,62.26192745,NA,0.333333333
40.2.2021,AARHUS,2021-10-05T00:00:00Z,56.13833,10.10528,10.2544983,7.938639588,43.96206189,NA,0.407407407
5.1.2021,AARHUS,2021-10-04T00:00:00Z,56.15111,10.19889,NA,NA,NA,NA,NA
5.3.2021,AARHUS,2021-10-04T00:00:00Z,56.15111,10.19889,13.51300404,10.4877004,68.87004867,NA,0.588235294
6.1.2021,AARHUS,2021-10-04T00:00:00Z,56.15,10.19639,11.41906467,9.436888147,55.10295389,NA,0.442307692
6.2.2021,AARHUS,2021-10-04T00:00:00Z,56.15,10.19639,12.65996857,9.827799436,66.69517713,NA,0.444444444
6.3.2021,AARHUS,2021-10-04T00:00:00Z,56.15,10.19639,NA,NA,NA,NA,NA
7.1.2021,AARHUS,2021-10-04T00:00:00Z,56.14861,10.19444,13.23729009,12.031665,85.84569733,NA,0.307692308
7.2.2021,AARHUS,2021-10-04T00:00:00Z,56.14861,10.19444,9.943330654,8.32152627,45.09989466,NA,0.333333333
7.3.2021,AARHUS,2021-10-04T00:00:00Z,56.14861,10.19444,12.14757451,10.66037433,NA,NA,0.32
8.3.2021,AARHUS,2021-10-04T00:00:00Z,56.1475,10.19194,11.69207949,9.524996584,57.36103313,NA,0.444444444
9.1.2021,AARHUS,2021-10-04T00:00:00Z,56.14639,10.18972,10.170808449999999,8.245423445,38.52594434,NA,NA
9.2.2021,AARHUS,2021-10-04T00:00:00Z,56.14639,10.18972,7.806910643,6.07000635,21.24977879,NA,0.4375
515314,BERKELEY,2021-10-08T15:17:00Z,37.871892,-122.2617,NA,NA,NA,NA,NA
516731,BERKELEY,2021-10-10T14:30:00Z,37.870292,-122.266017,11.9,8.9,52.1,13.5,0.28125
516735,BERKELEY,2021-10-10T16:46:00Z,47.526,12.524,14.3,8.3,40.1,9,0.346153846
516749,BERKELEY,2021-10-10T17:41:00Z,37.869721,-122.264402,8.3,5.8,16.3,9,0.5
517319,BERKELEY,2021-10-11T11:56:00Z,37.869865,-122.26121500000001,NA,NA,NA,NA,NA
517326,BERKELEY,2021-10-11T12:23:00Z,37.870778,-122.263072,17.3,12.9,110.6,NA,NA
517980,BERKELEY,2021-10-12T16:47:00Z,37.87036,-122.262067,15.5,12.1,77,11,0.785714286
517990,BERKELEY,2021-10-12T17:40:00Z,37.870436,-122.259373,14.3,10.6,63.8,NA,NA
519732,BERKELEY,2021-10-15T14:49:00Z,37.868985,-122.257278,NA,NA,NA,12.5,0.568181818
519736,BERKELEY,2021-10-15T14:56:00Z,37.869064,-122.256977,11.5,10.5,61.3,8.5,0.653846154
519741,BERKELEY,2021-10-15T15:10:00Z,37.869086,-122.257087,14.9,13.6,111,NA,NA
519745,BERKELEY,2021-10-15T15:17:00Z,37.869438,-122.258486,NA,NA,NA,8.3,0.553333333
519759,BERKELEY,2021-10-15T15:49:00Z,37.869878,-122.257359,10.1,5.2,15.2,NA,NA
519772,BERKELEY,2021-10-15T16:25:00Z,37.870954,-122.253645,14.9,11.2,63,11,0.611111111
519778,BERKELEY,2021-10-15T16:52:00Z,37.870279,-122.252612,10.7,8.1,39.4,11.5,0.302631579
519781,BERKELEY,2021-10-15T17:01:00Z,37.870137,-122.252777,13.8,11.1,74.8,NA,NA
519791,BERKELEY,2021-10-15T17:39:00Z,37.86895,-122.250131,11.4,8.7,43.7,NA,NA
519794,BERKELEY,2021-10-15T17:41:00Z,37.869091,-122.250168,13.8,10.4,45.6,NA,NA
519799,BERKELEY,2021-10-15T17:53:00Z,37.870428,-122.249539,14.1,12.7,100.3,NA,NA
519801,BERKELEY,2021-10-15T17:59:00Z,37.870414,-122.249428,17.5,14.2,136.6,NA,NA
519805,BERKELEY,2021-10-15T18:13:00Z,37.870332,-122.249396,15.4,12.5,94.8,NA,NA
521292,BERKELEY,2021-10-17T09:50:00Z,37.87009,-122.248509,14.4,11.7,81.3,15.5,0.645833333
521295,BERKELEY,2021-10-17T10:00:00Z,37.870102,-122.248587,10.2,8,NA,15,0.625
521300,BERKELEY,2021-10-17T10:07:00Z,37.870251,-122.24832,11.3,7.2,NA,5.5,0.785714286
521308,BERKELEY,2021-10-17T10:29:00Z,37.869434,-122.24783,12.3,8.5,45.4,NA,NA
521325,BERKELEY,2021-10-17T11:12:00Z,37.869841,-122.246381,12.31287142,9.636958453,62.09128116,14.5,0.467741935
511679,BERN,2021-10-02T16:18:00Z,46.96061,7.38429,12.81623903,11.57531561,79.44173064,13,0.40625
511683,BERN,2021-10-02T16:26:00Z,46.960906,7.384886,9.822570131,NA,NA,11,0.458333333
511690,BERN,2021-10-02T16:49:00Z,46.960202,7.387551,12.05490389,10.76057709,69.08003871,16,0.666666667
511691,BERN,2021-10-02T16:53:00Z,46.960142,7.387653,12.75706979,11.17899245,77.07881417,14,0.777777778
511693,BERN,2021-10-02T16:58:00Z,46.960142,7.387653,13.35690467,10.35235354,69.84734901,16,0.64
512243,BERN,2021-10-03T11:40:00Z,46.952179,7.432531,NA,NA,NA,14,0.4375
512267,BERN,2021-10-03T11:48:00Z,46.95264,7.432958,9.664700232,NA,NA,15,0.416666667
512272,BERN,2021-10-03T12:06:00Z,46.952466,7.430077,19.41716328,13.1926073,91.89155873,21,0.677419355
512274,BERN,2021-10-03T12:11:00Z,46.952368,7.43003,16.92775936,12.85123188,105.3975866,33,0.717391304
512281,BERN,2021-10-03T12:17:00Z,46.953748,7.428782,12.35623768,8.793504886,52.46809108,16,0.333333333
512301,BERN,2021-10-03T13:33:00Z,46.956073,7.428871,15.96,11.678,80.94,25,0.543478261
512306,BERN,2021-10-03T13:38:00Z,46.956,7.429133,16.196,12.891,99.749,16,0.571428571
512311,BERN,2021-10-03T13:51:00Z,46.954138,7.426795,18.647,16.6,172.523,20,0.833333333
512321,BERN,2021-10-03T14:20:00Z,46.953959,7.425832,15.853,12.896,104.107,16,0.4
512340,BERN,2021-10-03T14:49:00Z,46.953934,7.424436,17.348,13.727,105.129,15,0.46875
512357,BERN,2021-10-03T15:02:00Z,46.954554,7.424652,16.272,12.441,91.567,21,0.488372093
512362,BERN,2021-10-03T15:09:00Z,46.954947,7.423972,10.17,8.813,48.616,20,0.606060606
512383,BERN,2021-10-03T15:20:00Z,46.955391,7.42284,13.357,10.301,60.168,25,0.581395349
512420,BERN,2021-10-03T15:40:00Z,46.956054,7.418757,10.354,8.824,47.947,20,1.111111111
512425,BERN,2021-10-03T15:44:00Z,46.955676,7.418537,11.037,9.544,57.223,21,0.5
512429,BERN,2021-10-03T15:48:00Z,46.955599,7.417794,9.611,7.867,44.425,17,0.62962963
512447,BERN,2021-10-03T16:10:00Z,46.955887,7.41414,14.005,10.008,NA,16,0.761904762
512450,BERN,2021-10-03T16:15:00Z,46.955595,7.414101,9.854,7.212,36.363,13,0.40625
512458,BERN,2021-10-03T16:24:00Z,46.955171,7.4127,10.59,8.517,50.733,15,0.348837209
512461,BERN,2021-10-03T16:28:00Z,46.955532,7.412166,13.106,10.125,73.263,12,0.307692308
522131,BERN,2021-10-18T14:49:00Z,46.956881,7.406398,8.971,7.045,31.741,12,0.272727273
522164,BERN,2021-10-18T15:24:00Z,46.955949,7.405305,10.467,8.901,45.941,10,1.111111111
523413,BERN,2021-10-19T16:14:00Z,46.950167,7.447752,9.589,8.174,NA,20,2.222222222
523434,BERN,2021-10-19T17:01:00Z,46.949464999999996,7.45926,11.034,8.845,43.317,11,0.846153846
523439,BERN,2021-10-19T17:22:00Z,46.949404,7.459167,10.421,9.197,NA,20,0.571428571
523469,BERN,2021-10-19T17:51:00Z,46.947708,7.460176,10.156,6.548,23.776,23,2.3
523473,BERN,2021-10-19T17:57:00Z,46.948043,7.4602,15.20730798,12.23407872,92.83983507,30,1.071428571
523474,BERN,2021-10-19T18:10:00Z,46.948565,7.459548,13.728,NA,NA,20,0.714285714
702842,BERN,2022-10-18T14:12:00Z,46.957216,7.402948,12.015,NA,NA,15,0.535714286
701891,BERN,2022-10-17T15:12:00Z,46.953623,7.42557,13.388,10.694,74.982,19,0.59375
701894,BERN,2022-10-17T15:19:00Z,46.954238,7.424808,15.563,12.17,NA,25,0.78125
701855,BERN,2022-10-17T13:58:00Z,46.952211,7.431196,17.35,13.544,116.921,24,0.8
701083,BERN,2022-10-16T14:19:00Z,46.947584,7.460343,15.937,11.272,77.362,22,0.628571429
701890,BERN,2022-10-17T15:05:00Z,46.953212,7.425353,16.4,13.301,113.341,15,0.652173913
702831,BERN,2022-10-18T13:45:00Z,46.956165,7.405287,10.097,7.899,45.189,10,0.357142857
701889,BERN,2022-10-17T15:00:00Z,46.952992,7.425001,12.178,8.45,NA,NA,NA
701851,BERN,2022-10-17T13:53:00Z,46.952211,7.431196,15.304,12.451,92.139,22,1
701087,BERN,2022-10-16T14:40:00Z,46.948753,7.459611,17.264,13.147,117.332,17,0.85
701160,BERN,2022-10-16T16:54:00Z,46.950952,7.438245,NA,NA,NA,13,0.464285714
701896,BERN,2022-10-17T15:27:00Z,46.955232,7.423274,13.356,9.411,NA,16,0.592592593
701110,BERN,2022-10-16T15:01:00Z,46.948759,7.456947,13.903,11.31,NA,32,0.864864865
701888,BERN,2022-10-17T14:56:00Z,46.952698,7.425517,16.259,12.112,NA,27,1.35
701849,BERN,2022-10-17T13:50:00Z,46.952352,7.431114,16.274,13.232,115.735,16,0.8
701907,BERN,2022-10-17T15:34:00Z,46.955208,7.42315,15.658,13.24,112.476,8,0.347826087
